rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_columntransformer__countvectorizer__max_features,param_ridge__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
185,0.2388204574584961,0.01828424679274472,0.06728262901306152,0.010918159434657708,284,100000.0,"{'columntransformer__countvectorizer__max_features': 284, 'ridge__alpha': 100000.0}",-0.12660413563257425,-0.12616554794921794,-0.11249810816774199,-0.13132640684553784,-0.10940828919317858,-0.12120049755765012,0.008615948327918484,-0.11969567845776095,-0.11984743547787526,-0.12312487949720499,-0.11849559541340791,-0.12396064109735572,-0.12102484598872096,0.0021250470096338646
186,0.2314927101135254,0.01361028381978557,0.06333503723144532,0.01005640045530631,240,100000.0,"{'columntransformer__countvectorizer__max_features': 240, 'ridge__alpha': 100000.0}",-0.12660413577273197,-0.1261655634848307,-0.11249813235547104,-0.13132643104468467,-0.10940830323241327,-0.12120051317802631,0.008615947095004886,-0.11969575653310639,-0.11984749369187356,-0.12312494595126779,-0.11849565348185692,-0.1239607179317717,-0.12102491351797526,0.002125051333242356
187,0.2422342300415039,0.015621238332583878,0.06462936401367188,0.005478186510900491,236,100000.0,"{'columntransformer__countvectorizer__max_features': 236, 'ridge__alpha': 100000.0}",-0.12660413612585525,-0.12616556330705897,-0.1124981524171106,-0.13132643904077404,-0.10940830895614354,-0.12120051996938848,0.008615943378962735,-0.1196957766525415,-0.1198475041910764,-0.12312496619704115,-0.11849566503865444,-0.12396072831522037,-0.12102492807890677,0.0021250517724415684
188,0.24420719146728515,0.013783686661564848,0.059596681594848634,0.004904016189136924,229,100000.0,"{'columntransformer__countvectorizer__max_features': 229, 'ridge__alpha': 100000.0}",-0.1266041315041078,-0.12616557340207113,-0.11249814501171554,-0.13132644252843925,-0.10940830821846778,-0.1212005201329603,0.0086159464803575,-0.11969579667919135,-0.11984751308914589,-0.12312498252190145,-0.1184956771570169,-0.12396074741480134,-0.12102494337241139,0.0021250539003558736
189,0.24831366539001465,0.025381471178964325,0.05728411674499512,0.0019870410689772303,232,100000.0,"{'columntransformer__countvectorizer__max_features': 232, 'ridge__alpha': 100000.0}",-0.12660413476944232,-0.1261655736633338,-0.1124981445283702,-0.1313264454575791,-0.10940831693946322,-0.12120052307163773,0.008615945318987092,-0.11969578764698498,-0.11984750755047836,-0.1231249784538737,-0.1184956762629104,-0.12396074198174577,-0.12102493837919863,0.00212505355161821
190,0.24787425994873047,0.01718529126204738,0.05581059455871582,0.00351626363266807,234,100000.0,"{'columntransformer__countvectorizer__max_features': 234, 'ridge__alpha': 100000.0}",-0.12660413436916515,-0.12616557353905677,-0.11249815248418334,-0.1313264466014456,-0.10940831730682164,-0.12120052486013451,0.0086159438156413,-0.11969578045179857,-0.11984750716806958,-0.12312496927553215,-0.11849567315813277,-0.12396073433960535,-0.12102493287862767,0.002125051307519378
191,0.24526424407958985,0.01611654310392769,0.05310359001159668,0.0046812402939952775,209,100000.0,"{'columntransformer__countvectorizer__max_features': 209, 'ridge__alpha': 100000.0}",-0.12660416097560928,-0.1261655900774283,-0.11249814703042546,-0.13132655564923196,-0.10940835732060156,-0.12120056221065931,0.008615964839606118,-0.11969583891602209,-0.11984757848088173,-0.12312502969377512,-0.11849572724831565,-0.12396081581966391,-0.1210249980317317,0.002125057670509848
192,0.2398831844329834,0.008131226790625749,0.0567990779876709,0.007110872671625565,201,100000.0,"{'columntransformer__countvectorizer__max_features': 201, 'ridge__alpha': 100000.0}",-0.12660416309522435,-0.12616560217988235,-0.11249815868571407,-0.13132654073458258,-0.10940840319362845,-0.12120057357780636,0.008615948083361287,-0.11969587847479032,-0.11984759365242505,-0.12312504434205629,-0.11849574559005971,-0.12396083663764804,-0.12102501973939588,0.0021250553219104126
193,0.23169713020324706,0.011565473182815911,0.05520687103271484,0.005195469464223588,195,100000.0,"{'columntransformer__countvectorizer__max_features': 195, 'ridge__alpha': 100000.0}",-0.1266041724393857,-0.1261656047360842,-0.11249816992053716,-0.13132656618911404,-0.1094084127648298,-0.12120058520999018,0.008615950643733578,-0.1196959028434619,-0.11984760965014615,-0.12312504802028948,-0.11849578283517538,-0.12396086040293518,-0.12102504075040162,0.0021250489283323143
194,0.2531184196472168,0.011286941461775607,0.05789618492126465,0.008089110637254465,176,100000.0,"{'columntransformer__countvectorizer__max_features': 176, 'ridge__alpha': 100000.0}",-0.12660429934772965,-0.12616566062045195,-0.11249820818938147,-0.1313266179043146,-0.10940849430729419,-0.12120065607383439,0.008615955107608911,-0.11969598375552098,-0.11984770314509081,-0.12312517154417765,-0.11849583318048558,-0.12396093741409016,-0.12102512580787303,0.0021250621543329362
194,0.23359160423278807,0.008916764204564023,0.07073521614074707,0.010993364170510209,176,100000.0,"{'columntransformer__countvectorizer__max_features': 176, 'ridge__alpha': 100000.0}",-0.12660429934772965,-0.12616566062045195,-0.11249820818938147,-0.1313266179043146,-0.10940849430729419,-0.12120065607383439,0.008615955107608911,-0.11969598375552098,-0.11984770314509081,-0.12312517154417765,-0.11849583318048558,-0.12396093741409016,-0.12102512580787303,0.0021250621543329362
196,0.2240450859069824,0.0037633472975016078,0.06978802680969239,0.014474612588729067,156,100000.0,"{'columntransformer__countvectorizer__max_features': 156, 'ridge__alpha': 100000.0}",-0.126604345266536,-0.12616575436830962,-0.11249824324575965,-0.13132669342661754,-0.10940855526239071,-0.12120071831392269,0.008615965656770018,-0.11969618804448381,-0.11984783062077667,-0.12312538084099922,-0.11849595487856536,-0.12396113023867271,-0.12102529692469954,0.0021250881488361663
197,0.23205361366271973,0.021072689897866148,0.07513017654418945,0.008160312970939849,153,100000.0,"{'columntransformer__countvectorizer__max_features': 153, 'ridge__alpha': 100000.0}",-0.12660433402448457,-0.1261657403467293,-0.1124982434138674,-0.13132683042748258,-0.10940854467336388,-0.12120073857718557,0.008615997697576297,-0.11969621782498012,-0.11984783674412519,-0.12312540915937571,-0.11849604176908696,-0.12396116270829619,-0.12102533364117282,0.00212507762978822
198,0.22738409042358398,0.013312159450008361,0.06993741989135742,0.012017498849694587,145,100000.0,"{'columntransformer__countvectorizer__max_features': 145, 'ridge__alpha': 100000.0}",-0.1266043760542166,-0.12616578380004329,-0.11249839699875022,-0.1313268938740075,-0.1094086852109731,-0.12120082718759814,0.008615953396388118,-0.11969633290151242,-0.119847979219647,-0.12312551210985895,-0.11849611161530307,-0.12396125984581097,-0.12102543913842648,0.0021250780070300643
199,0.2361835479736328,0.016272720239025422,0.05271997451782227,0.004819555532264551,139,100000.0,"{'columntransformer__countvectorizer__max_features': 139, 'ridge__alpha': 100000.0}",-0.1266044954652316,-0.12616585691308133,-0.11249843272506653,-0.13132696981183412,-0.1094087584141289,-0.1212009026658685,0.008615967395333463,-0.1196964757674019,-0.1198480573613125,-0.1231256056851115,-0.1184962155046259,-0.12396130764935448,-0.12102553239356126,0.002125058449745387
199,0.24062538146972656,0.019364784817101577,0.06430034637451172,0.01188744667771564,139,100000.0,"{'columntransformer__countvectorizer__max_features': 139, 'ridge__alpha': 100000.0}",-0.1266044954652316,-0.12616585691308133,-0.11249843272506653,-0.13132696981183412,-0.1094087584141289,-0.1212009026658685,0.008615967395333463,-0.1196964757674019,-0.1198480573613125,-0.1231256056851115,-0.1184962155046259,-0.12396130764935448,-0.12102553239356126,0.002125058449745387
